permutation,model,f1 score,f1 avg,class 0 f1,class 1 f1,class -1 f1,class 0 precision,class 1 precision,class -1 precision,class 0 recall,class 1 recall,class -1 recall,strategy return,period,training months,fast window,slow window,factor,max transaction
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(229)),LogisticRegression,0.9940301101649984,0.9598327333093912,0.9663523110955874,0.9456631792102599,0.9565807327001357,0.9365831640713157,1.0,0.9943582510578279,0.9980759980759981,0.8969270166453265,0.9215686274509803,250686.74853778555,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(230)),LogisticRegression,0.9948040443507349,0.9623667077475696,0.9683817524209545,0.9510395707578807,0.9575839837122497,0.940403353727623,0.9985915492957746,0.9957657021877205,0.9980759980759981,0.9078104993597952,0.9222222222222223,250948.16505216423,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(231)),LogisticRegression,0.9954166225055208,0.9648794491136587,0.9704058954263656,0.9505016722408027,0.9645390070921986,0.9446595308585743,0.9950980392156863,0.9979035639412998,0.9975949975949976,0.9097311139564661,0.9333333333333333,254014.59618237207,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(232)),LogisticRegression,0.9947040317182897,0.9624806883597271,0.9684653118430273,0.9454177897574123,0.9636363636363635,0.94141689373297,0.9978662873399715,0.99375,0.9971139971139971,0.8982074263764405,0.9352941176470588,249649.70727083104,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(233)),LogisticRegression,0.9952204395027096,0.9641706704444831,0.9698386719663314,0.9493118496139644,0.9639366363329963,0.9435850773430391,0.9978828510938603,0.9951287404314544,0.9975949975949976,0.9052496798975672,0.934640522875817,249606.8046208836,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(234)),LogisticRegression,0.994479979553479,0.9613995828218326,0.9675005845218612,0.9463447350771294,0.9601889338731444,0.9413102820746133,0.9936619718309859,0.9923291492329149,0.9951899951899952,0.9033290653008963,0.9300653594771242,249891.8187709155,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(235)),LogisticRegression,0.9950711953767781,0.9641369798597699,0.9698245614035088,0.9453809844908968,0.967828418230563,0.9439890710382514,0.9985754985754985,0.9931224209078404,0.9971139971139971,0.8975672215108835,0.9437908496732026,249433.91600320127,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(236)),LogisticRegression,0.9956924885968749,0.9657257161088048,0.9710874400093644,0.9542570951585978,0.962862930452397,0.9459521094640821,0.9972086531751571,0.9958100558659218,0.9975949975949976,0.9148527528809219,0.9320261437908497,249553.39355091838,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(237)),LogisticRegression,0.9953449840618658,0.9645988104941259,0.9701440112399017,0.9500502849480389,0.9643817204301075,0.945242984257358,0.9971850809289233,0.9923928077455049,0.9963924963924964,0.9071702944942381,0.9379084967320261,253104.6676528128,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(238)),LogisticRegression,0.9948444400826617,0.9627771172641081,0.9686989021256716,0.9476158495634655,0.9621621621621621,0.9416439600363307,0.9964689265536724,0.9958041958041958,0.9973544973544973,0.9033290653008963,0.930718954248366,252548.76741268003,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(239)),LogisticRegression,0.9947585833432547,0.9626218378947449,0.9686004435625073,0.946127946127946,0.9632129598380021,0.9410297119528238,0.9978693181818182,0.9958129797627355,0.9978354978354979,0.8994878361075545,0.9326797385620915,249714.64276736457,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(240)),LogisticRegression,0.993721340527233,0.958718459031568,0.9654691314963375,0.946446615021893,0.9529010238907849,0.9345037137069547,0.9985785358919688,0.9971428571428571,0.9985569985569985,0.8994878361075545,0.9124183006535947,250703.06331075536,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(241)),LogisticRegression,0.994323977450676,0.9607002686300445,0.9669662659040504,0.9479691171534071,0.956668923493568,0.9394420503515536,0.9964714184897672,0.9922752808988764,0.9961519961519961,0.9039692701664532,0.9235294117647059,249956.78597668489,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(242)),LogisticRegression,0.9951641674957056,0.9638940986294247,0.9696190698761393,0.9496644295302014,0.962862930452397,0.9429545454545455,0.9978843441466855,0.9958100558659218,0.9978354978354979,0.9058898847631242,0.9320261437908497,251984.39671556756,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(243)),LogisticRegression,0.9945850383730634,0.9621931359894111,0.9682242990654207,0.9439946018893387,0.9643817204301075,0.9413902771467515,0.9978601997146933,0.9923928077455049,0.9966329966329966,0.8956466069142125,0.9379084967320261,252604.71429115487,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(244)),LogisticRegression,0.9951229742312577,0.9635076602940535,0.9692073527689967,0.9515859766277128,0.9601889338731444,0.944330367328314,0.994417306350314,0.9923291492329149,0.9954304954304954,0.912291933418694,0.9300653594771242,251136.05566500954,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(245)),LogisticRegression,0.9955763866925423,0.9653040612002207,0.9707328494497777,0.9531459170013387,0.962962962962963,0.9457116788321168,0.9985974754558204,0.9930555555555556,0.9971139971139971,0.911651728553137,0.934640522875817,250660.6818807033,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(246)),LogisticRegression,0.9943435627969046,0.9613535893559148,0.9675688287447505,0.942963212959838,0.9632377740303542,0.9395106479383779,0.9971448965024983,0.9951219512195122,0.9973544973544973,0.8943661971830986,0.9333333333333333,251639.570281995,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(247)),LogisticRegression,0.9949540938117459,0.9628080444452785,0.9686696282440963,0.9536512170723574,0.9562266711910417,0.9424476797088263,0.9951287404314544,0.9943542695836274,0.9963924963924964,0.9154929577464789,0.9209150326797385,252172.4493457236,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(248)),LogisticRegression,0.9943461641788464,0.9609654652705875,0.9672226758427621,0.9459187101108498,0.9593220338983051,0.9390713476783692,0.995053003533569,0.9964788732394366,0.9971139971139971,0.9014084507042254,0.9248366013071896,248763.7080075835,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(249)),LogisticRegression,0.9948111208530072,0.9626464102634572,0.9685490471179703,0.9473331096947333,0.9622387053270397,0.9424345847554039,0.9950669485553206,0.9937325905292479,0.9961519961519961,0.9039692701664532,0.9326797385620915,249669.51330277586,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(250)),LogisticRegression,0.9939872691335743,0.960090949415358,0.9665773844183069,0.9418526031102096,0.961082910321489,0.9370060961842402,0.9978510028653295,0.9964912280701754,0.9980759980759981,0.8918053777208707,0.9281045751633987,250093.91442333587,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(251)),LogisticRegression,0.9953547584546947,0.9651237083452441,0.9706260971328261,0.9471913891691894,0.9684775318578136,0.9452929108730339,0.9978738483345145,0.9944903581267218,0.9973544973544973,0.9014084507042254,0.9437908496732026,252931.43863020034,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(252)),LogisticRegression,0.9947580221411817,0.962354763008335,0.9683891286597458,0.9485714285714285,0.9600271002710028,0.9402038505096263,0.9985845718329794,0.9964838255977496,0.9983164983164983,0.9033290653008963,0.9261437908496732,249082.658420922,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(253)),LogisticRegression,0.993758093875529,0.9592539031943076,0.9659104130308318,0.9414947582008792,0.9592944369063772,0.9355420329051161,0.9978494623655914,0.997179125528914,0.9983164983164983,0.8911651728553137,0.9241830065359478,249920.03314733767,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(254)),LogisticRegression,0.9950630381388651,0.9640088467481893,0.9697111448953338,0.9458094917536184,0.9670920080591001,0.9437741862053266,0.9971611071682044,0.994475138121547,0.9971139971139971,0.8994878361075545,0.9411764705882353,253108.6384270183,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(255)),LogisticRegression,0.9945078769988046,0.9613883639887832,0.967561260210035,0.9482526881720429,0.958023019634394,0.9397098821396193,0.9978783592644979,0.9936797752808989,0.9971139971139971,0.9033290653008963,0.9248366013071896,252493.3530305829,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(256)),LogisticRegression,0.9953776531450924,0.9651239384144948,0.9706604324956166,0.9478641103262697,0.9676985195154778,0.944280191039345,0.9985825655563431,0.9972260748959778,0.9985569985569985,0.9020486555697823,0.9398692810457516,250848.28471725638,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(257)),LogisticRegression,0.9944550711758279,0.9616432831956865,0.9678096571028691,0.9441077441077441,0.9627875507442489,0.9395380434782609,0.9957386363636364,0.9978962131837307,0.9978354978354979,0.8975672215108835,0.9300653594771242,254713.35346694116,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(258)),LogisticRegression,0.9939358293385354,0.9599454413111642,0.9664492078285182,0.9414155096512021,0.9611879851501856,0.9371893357433349,0.9992810927390366,0.9937194696441033,0.9975949975949976,0.8898847631241997,0.930718954248366,249818.28678283212,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(259)),LogisticRegression,0.9941112209465651,0.9605140817438564,0.9668843283582089,0.9422102061507266,0.9618887015177066,0.9384336803983703,0.9978525411596277,0.9937282229965156,0.9971139971139971,0.8924455825864277,0.9320261437908497,250689.15206769528,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(260)),LogisticRegression,0.99428857214325,0.9605570700251883,0.9668843283582089,0.9487093530003352,0.9554573274396463,0.9384336803983703,0.995777621393385,0.9957476966690291,0.9971139971139971,0.9058898847631242,0.9183006535947712,253055.36198629427,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(261)),LogisticRegression,0.9950985231556945,0.9640093199377694,0.9697394555438719,0.9468013468013468,0.9660047122181084,0.9429675073846853,0.9985795454545454,0.9958362248438585,0.9980759980759981,0.9001280409731114,0.9379084967320261,249604.8922117554,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(262)),LogisticRegression,0.994914533311085,0.962781495989255,0.9687354176388242,0.9513586044951359,0.9582626399728538,0.940643407340281,0.9992952783650458,0.9964714184897672,0.9985569985569985,0.9078104993597952,0.9228758169934641,253303.4518484432,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(263)),LogisticRegression,0.9946452068773058,0.961818228093609,0.9678850870022189,0.9494137353433836,0.9579945799457995,0.9407491486946652,0.9957835558678847,0.9943741209563994,0.9966329966329966,0.9071702944942381,0.9241830065359478,251895.86310583918,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(264)),LogisticRegression,0.9945185165308847,0.9620458407404447,0.9681335356600911,0.9432815665091155,0.9646583641871423,0.9405760943524609,0.9978571428571429,0.9944482997918113,0.9973544973544973,0.8943661971830986,0.9366013071895425,249463.3052367657,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(265)),LogisticRegression,0.9945848176687775,0.9620658211957505,0.9681186500058391,0.9447811447811447,0.9632625547691269,0.9409761634506243,0.9964488636363636,0.9944328462073765,0.9968734968734969,0.8982074263764405,0.9339869281045752,249539.8546383978,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(266)),LogisticRegression,0.9953229589636989,0.9643263203179201,0.9699520636034139,0.9521579123452659,0.9614604462474645,0.9437997724687145,0.9971969166082691,0.9957983193277311,0.9975949975949976,0.91101152368758,0.9294117647058824,252627.4536039587,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(267)),LogisticRegression,0.9954280209110941,0.9652697212293673,0.9707259953161593,0.9482178883658373,0.9678499665103818,0.9459151072569603,0.9985835694050992,0.992445054945055,0.9968734968734969,0.9026888604353394,0.9444444444444444,249477.89960155968,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(268)),LogisticRegression,0.9943774160973085,0.9609585443737071,0.9672684915550379,0.9478991596638655,0.9571428571428571,0.9378811836458099,0.9978768577494692,0.997872340425532,0.9985569985569985,0.9026888604353394,0.9196078431372549,250344.26747462997,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(269)),LogisticRegression,0.9952100537197727,0.9644347778872193,0.9700654817586529,0.9472268907563025,0.9667003027245208,0.9440145653163404,0.997169143665959,0.9958419958419958,0.9975949975949976,0.9020486555697823,0.9392156862745098,251947.2189480834,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(270)),LogisticRegression,0.9929516272093409,0.9567216874855847,0.9639085528606243,0.9382213170400543,0.9560776302349336,0.9313747477012783,0.9985549132947977,0.997867803837953,0.9987974987974988,0.8847631241997439,0.9176470588235294,251254.62729316548,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(271)),LogisticRegression,0.995936505988567,0.9668434385473131,0.9719582306699519,0.9536202869536203,0.9664429530201343,0.9489117983963344,0.9958188153310105,0.993103448275862,0.9961519961519961,0.9148527528809219,0.9411764705882353,252253.46534719574,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(272)),LogisticRegression,0.9952730348972729,0.9645851178124443,0.970171949935665,0.9480040254948003,0.9663299663299663,0.9444317923024368,0.9957716701902748,0.9965277777777778,0.9973544973544973,0.9046094750320103,0.9379084967320261,251452.45155172126,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(273)),LogisticRegression,0.9939075725651292,0.9599544483019039,0.9664257402657963,0.9405405405405406,0.9621877110060769,0.9377828054298643,0.9957081545064378,0.9951117318435754,0.9968734968734969,0.8911651728553137,0.9313725490196079,250230.60586098453,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(274)),LogisticRegression,0.9939393912763023,0.9597002460340786,0.9661768136225798,0.9430401078530503,0.9591078066914498,0.9379528985507246,0.995729537366548,0.9930020993701889,0.9961519961519961,0.8956466069142125,0.9274509803921569,250202.32876802253,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(275)),LogisticRegression,0.9950379108128189,0.9637343193615114,0.9695200280275603,0.9468371467025573,0.9652613827993255,0.9423382519863791,0.997872340425532,0.997212543554007,0.9983164983164983,0.9007682458386683,0.9352941176470588,249552.24418245442,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(276)),LogisticRegression,0.9943242033435279,0.9610827500409829,0.9673735725938011,0.9443882709807887,0.9610301592680448,0.9382911392405063,0.9971530249110321,0.9978888106966924,0.9983164983164983,0.8969270166453265,0.9267973856209151,248715.57384637895,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(277)),LogisticRegression,0.9947180147775037,0.9624744262065754,0.9684947491248542,0.9460188933873145,0.9629130141604856,0.9406165004533091,1.0,0.9944289693593314,0.9980759980759981,0.8975672215108835,0.9333333333333333,249810.88569242507,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(278)),LogisticRegression,0.9939144755691075,0.9595498594894479,0.9661273425678035,0.9439946018893387,0.9575551782682512,0.9361606135799684,0.9978601997146933,0.9964664310954063,0.9980759980759981,0.8956466069142125,0.9215686274509803,249842.48235408176,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(279)),LogisticRegression,0.9945678949165173,0.9620479182147872,0.9681484074203711,0.9445945945945945,0.9632873021219266,0.9401767505098573,1.0,0.9937456567060459,0.9978354978354979,0.8950064020486556,0.934640522875817,250969.84049290413,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(280)),LogisticRegression,0.9952156970386673,0.9639043477798972,0.969626168224299,0.9521258788081687,0.9603792753132409,0.9427532939572921,0.9978947368421053,0.9964862965565706,0.9980759980759981,0.910371318822023,0.9267973856209151,252533.5383618197,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(281)),LogisticRegression,0.9950305294324039,0.9641243120525691,0.9698527693386306,0.9446320054017555,0.9684563758389262,0.9431818181818182,0.9992857142857143,0.9951724137931034,0.9980759980759981,0.8956466069142125,0.9431372549019608,250364.1763845767,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(282)),LogisticRegression,0.9941551823444758,0.9602624954346362,0.9666744348636682,0.9458459468550285,0.9575551782682512,0.9376130198915009,0.9964564138908576,0.9964664310954063,0.9975949975949976,0.9001280409731114,0.9215686274509803,249996.7950391979,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(283)),LogisticRegression,0.9943292100071333,0.960955787623644,0.9672303206997085,0.9454545454545454,0.9597292724196278,0.9388725379216663,0.9971590909090909,0.9950877192982456,0.9973544973544973,0.8988476312419974,0.9267973856209151,251700.3633855359,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(284)),LogisticRegression,0.9944157285999815,0.961239931501673,0.9674331738064667,0.9458094917536184,0.9601620526671168,0.9398956679519165,0.9971611071682044,0.9930167597765364,0.9966329966329966,0.8994878361075545,0.9294117647058824,250228.99081562622,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(285)),LogisticRegression,0.9946652548853933,0.9619406228795467,0.9680429204571961,0.9492436974789916,0.9583192138258217,0.9397644927536232,0.9992922859164898,0.9950738916256158,0.9980759980759981,0.9039692701664532,0.9241830065359478,250788.25435479428,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(286)),LogisticRegression,0.9943677150647887,0.9612302810568029,0.9674635568513119,0.9444631437226524,0.9614082599864592,0.9390989359293638,0.9957416607523066,0.9971910112359551,0.9975949975949976,0.8982074263764405,0.9281045751633987,252783.20621150103,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(287)),LogisticRegression,0.9934208044008283,0.9579968276490736,0.9649245063879209,0.9418132611637348,0.9556918882072255,0.9330637915543576,0.9985652797704447,0.9985754985754985,0.9990379990379991,0.8911651728553137,0.9163398692810457,249832.6892366346,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(288)),LogisticRegression,0.9946884547612341,0.9623501371258852,0.9683522130094593,0.9458459468550285,0.9628879892037787,0.9412031782065834,0.9964564138908576,0.995118549511855,0.9971139971139971,0.9001280409731114,0.9326797385620915,249459.16416760645,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(289)),LogisticRegression,0.9946187563066163,0.961802621720198,0.9679300291545189,0.9486404833836859,0.9585879158180584,0.9395517319447589,0.9971771347918137,0.9971751412429378,0.9980759980759981,0.9046094750320103,0.9228758169934641,252121.2569875673,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(290)),LogisticRegression,0.9955584126838123,0.9653047640515839,0.9707259953161593,0.9521899030424608,0.9639609296059279,0.9459151072569603,0.9965010496850945,0.9944405837387075,0.9968734968734969,0.911651728553137,0.9352941176470588,251576.70498144696,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(291)),LogisticRegression,0.9956876168390161,0.9657307967802555,0.9710535567795617,0.9535893155258764,0.9636608344549126,0.9469714285714286,0.9965108164689462,0.9930651872399445,0.9963924963924964,0.9142125480153649,0.9359477124183007,251149.3567931442,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(292)),LogisticRegression,0.9950865232186957,0.9640093004920833,0.9697394555438719,0.9464826657691013,0.9663299663299663,0.9429675073846853,0.9978708303761533,0.9965277777777778,0.9980759980759981,0.9001280409731114,0.9379084967320261,249060.49235764286,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(293)),LogisticRegression,0.9946510182154705,0.9624728683811596,0.9684505725636832,0.9440323668240054,0.9650537634408601,0.9418181818181818,0.9971509971509972,0.9930843706777317,0.9966329966329966,0.8962868117797695,0.938562091503268,252091.6753842843,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(294)),LogisticRegression,0.9936859380230492,0.9589759994479843,0.965669731176539,0.9414551607445009,0.9586720867208672,0.9355129650507328,0.9985642498205313,0.9950773558368495,0.9978354978354979,0.8905249679897568,0.9248366013071896,250358.21827633627,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(295)),LogisticRegression,0.994390739073494,0.9610980692199932,0.9673583585917463,0.946518668012109,0.9589691420820617,0.9386877828054299,0.997165131112686,0.9964763918252291,0.9978354978354979,0.9007682458386683,0.9241830065359478,249910.15482831642,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(296)),LogisticRegression,0.995758646319545,0.9663951327611451,0.9716760299625468,0.9510395707578807,0.9677202420981843,0.9464204286365709,0.9985915492957746,0.9965373961218836,0.9983164983164983,0.9078104993597952,0.9405228758169935,249750.72918677592,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(297)),LogisticRegression,0.9957389617694806,0.9661398731797527,0.9713883677298311,0.9518716577540106,0.9664429530201343,0.9478260869565217,0.9958041958041958,0.993103448275862,0.9961519961519961,0.911651728553137,0.9411764705882353,249798.93888681126,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(298)),LogisticRegression,0.9946576564435565,0.9624676239281033,0.9684726763194769,0.9443131960850488,0.9646821392532796,0.9412165229232864,0.9985724482512491,0.9937629937629938,0.9973544973544973,0.8956466069142125,0.9372549019607843,249666.02308719483,1,8,2,42,0.5,100000
LogisticRegression-p(1)-tr(8)-sw(2)-lw(42)-fa(0.5)-max(100000#(299)),LogisticRegression,0.9941810276237459,0.9611783851529083,0.9674787271243734,0.9403389830508474,0.9653315382026254,0.9387016512101335,0.9992795389048992,0.9951422623178349,0.9980759980759981,0.8879641485275288,0.9372549019607843,250625.3698478376,1,8,2,42,0.5,100000
